"Media origin";Date;Afghanistan;Argentina;Australia;Austria;Bahrain;Belgium;Brazil;Canada;Chile;China;Colombia;"Czech Republic";Denmark;Ecuador;Egypt;Finland;France;Georgia;Germany;"Hong Kong";Hungary;India;Indonesia;Iran;Iraq;Israel;Italy;Japan;Jordan;Malaysia;Mexico;Morocco;Netherlands;Norway;Oman;Pakistan;Peru;Philippines;Poland;Qatar;Russia;"Saudi Arabia";"South Korea";Spain;Sweden;Syria;Taiwan;Thailand;Turkey;Ukraine;"United Arab Emirates";"United Kingdom";"United States";Uruguay;Venezuela;Vietnam;Yemen
Foreign;2025-08-26;0.9;1.5;1.4;1.2;-1.5;-0.3;4.7;1.2;0.6;0.9;1.1;-1.4;-0.4;1.5;-0.3;0.2;-0.9;0.6;1.9;2.2;-0.2;3.5;0.6;-0.2;-0.5;-0.7;1.0;1.3;-0.9;1.6;1.7;0.3;1.3;-0.2;0.5;1.0;0.6;0.0;-0.3;-0.5;0.2;0.1;0.6;1.1;1.7;0.2;6.0;1.5;0.7;-0.8;-0.1;0.1;0.8;0.2;0.5;1.7;2.8
Foreign;2025-08-27;0.9;1.5;1.4;1.0;-1.5;-0.2;4.6;1.2;0.6;0.9;1.2;-1.4;-0.5;1.6;-0.3;0.1;-1.0;0.4;1.6;2.2;-0.4;3.6;0.7;-0.2;-0.3;-0.7;0.9;1.5;-0.9;1.6;1.7;0.5;1.3;-0.1;0.2;1.0;0.7;0.0;-0.4;-0.5;0.2;0.1;0.5;1.1;1.5;0.2;6.0;1.5;0.8;-0.8;-0.1;0.0;0.8;0.3;0.4;1.7;2.6
Foreign;2025-08-28;0.9;1.4;1.4;1.0;-1.5;-0.2;4.5;1.2;0.5;0.7;1.2;-1.4;-0.4;1.6;-0.3;0.1;-1.0;0.2;1.6;2.0;-0.5;3.7;0.8;-0.2;-0.4;-0.7;0.7;1.4;-0.9;1.6;1.6;0.7;1.3;-0.1;0.2;1.0;0.9;0.0;-0.4;-0.5;0.1;0.1;0.5;1.0;1.6;0.2;5.8;1.5;0.7;-0.9;0.1;0.1;0.7;0.3;0.4;1.6;2.6
Foreign;2025-08-29;0.9;1.3;1.2;1.0;-1.5;-0.1;4.5;1.2;0.5;0.7;1.0;-1.4;-0.4;1.6;-0.3;0.1;-1.3;-0.1;1.4;1.8;-0.5;3.7;0.7;-0.2;-0.7;-0.7;0.6;1.4;-0.9;1.5;1.6;0.9;1.1;-0.1;0.2;0.9;0.9;0.0;-0.5;-0.5;0.1;0.1;0.4;1.0;1.5;0.1;5.2;1.2;0.5;-0.9;0.1;0.1;0.6;0.4;0.3;1.7;2.2
Foreign;2025-08-30;0.9;1.2;1.2;1.2;-1.8;-0.1;4.6;1.1;0.3;0.6;1.0;-1.5;-0.4;1.6;-0.3;0.1;-1.3;-0.1;1.5;1.7;-0.5;3.8;0.7;-0.2;-0.6;-0.7;0.5;1.3;-0.9;1.3;1.5;1.2;1.2;-0.1;0.2;0.8;0.8;0.0;-0.5;-0.5;0.1;0.1;0.4;1.0;1.7;0.3;4.9;1.2;0.5;-0.9;0.1;0.2;0.8;0.2;0.2;1.6;2.1
Foreign;2025-08-31;0.9;1.1;1.1;1.1;-1.8;0.0;4.4;1.1;0.4;0.5;1.1;-1.5;-0.4;1.5;-0.2;0.1;-1.4;-0.1;1.5;1.6;-0.5;3.9;0.7;-0.2;-0.6;-0.7;0.5;1.3;-0.9;1.2;1.4;1.3;1.1;-0.1;0.8;0.6;0.8;-0.2;-0.4;-0.2;0.0;0.1;0.4;1.0;1.6;0.6;4.4;1.0;0.4;-0.9;0.1;0.3;0.8;0.5;0.2;1.5;2.1
Foreign;2025-09-01;0.9;1.0;1.1;1.1;-1.8;0.0;4.3;1.2;0.4;0.4;1.2;-1.5;-0.4;1.5;-0.3;0.1;-1.4;-0.1;1.4;1.5;-0.6;3.9;0.6;-0.2;-0.4;-0.7;0.4;1.3;-0.9;0.9;1.5;1.4;1.1;-0.1;0.4;0.4;0.8;-0.1;-0.3;-0.2;0.0;0.1;0.4;0.9;1.7;0.6;4.2;0.8;0.4;-0.9;0.1;0.6;0.8;0.7;0.2;1.4;2.2
Foreign;2025-09-02;0.9;0.9;1.2;1.3;-1.8;0.2;4.3;1.2;0.5;0.3;1.3;-1.6;-0.4;1.5;-0.2;0.1;-1.4;-0.1;1.3;1.4;-0.5;4.0;0.6;-0.2;-0.6;-0.7;0.3;1.1;-0.8;0.9;1.5;1.4;1.1;-0.1;0.4;0.3;0.8;-0.1;-0.4;-0.1;-0.1;0.0;0.3;1.0;1.8;0.4;4.0;0.8;0.3;-0.9;-0.1;0.5;0.7;0.8;0.0;1.3;2.3
Foreign;2025-09-03;0.9;0.8;1.2;1.4;-1.8;0.3;4.0;1.1;0.6;0.2;1.4;-1.6;-0.4;1.4;-0.2;0.1;-1.4;-0.2;1.3;1.3;-0.6;4.0;0.5;-0.2;-0.5;-0.7;0.4;1.1;-0.8;0.8;1.5;1.6;1.3;0.0;0.4;0.2;1.0;-0.2;-0.3;-0.6;-0.2;0.0;0.3;1.0;1.8;0.5;3.8;0.7;0.3;-1.0;-0.1;0.7;0.6;0.8;0.0;1.2;2.1
Foreign;2025-09-04;0.9;0.7;1.1;1.5;-1.8;0.2;3.8;1.1;0.6;0.1;1.4;-1.7;-0.4;1.4;-0.2;0.0;-1.4;-0.2;1.2;1.2;-0.7;4.0;0.4;-0.2;-0.4;-0.7;0.3;0.9;-0.8;0.7;1.5;1.6;1.2;0.0;0.4;0.1;1.0;-0.2;-0.3;-0.5;-0.3;0.0;0.3;1.0;1.4;0.5;3.5;0.6;0.1;-1.0;0.1;0.7;0.4;0.8;-0.1;1.2;2.1
Foreign;2025-09-05;0.9;0.6;1.1;1.4;-1.8;0.3;3.7;1.1;0.7;0.1;1.5;-1.6;-0.4;1.3;-0.2;0.0;-1.3;-0.2;1.2;1.1;-0.7;4.0;0.3;-0.2;-0.4;-0.7;0.3;0.9;-0.8;0.8;1.5;1.4;1.2;0.0;0.4;0.0;0.9;-0.2;-0.4;-0.5;-0.3;0.0;0.2;1.0;1.2;0.5;3.3;0.5;0.2;-1.0;0.0;0.7;0.4;0.7;-0.2;1.1;2.1
Foreign;2025-09-06;0.6;0.5;1.1;1.5;-1.8;0.3;3.6;1.1;0.6;0.1;1.6;-1.7;-0.2;1.3;-0.1;-0.1;-1.3;-0.1;1.2;1.3;-0.7;4.1;0.3;-0.3;-0.2;-0.7;0.3;0.8;-0.7;0.7;1.5;1.2;1.2;0.1;-0.1;0.0;0.8;-0.1;-0.5;-0.3;-0.3;0.0;0.2;1.0;1.1;0.4;2.8;0.5;0.2;-1.0;-0.1;0.9;0.4;0.8;-0.2;1.2;2.1
Foreign;2025-09-07;0.3;0.4;1.3;1.6;-1.8;0.2;3.6;1.0;0.9;0.0;1.9;-1.6;-0.2;1.3;-0.2;-0.1;-1.2;-0.3;1.3;1.1;-0.9;4.2;0.3;-0.1;0.0;-0.7;0.3;0.8;-0.8;0.7;1.5;1.3;1.2;0.1;0.1;-0.1;0.8;-0.3;-0.5;-0.1;-0.2;0.0;0.2;1.0;1.2;0.3;2.5;0.4;0.2;-1.0;-0.1;0.9;0.4;0.9;-0.2;1.2;2.2
Foreign;2025-09-08;0.3;0.2;1.2;1.6;-1.8;0.3;3.4;1.1;0.7;0.0;2.1;-1.6;-0.1;1.4;-0.3;-0.1;-1.1;-0.4;1.3;1.1;-0.8;4.3;0.3;-0.1;0.1;-0.7;0.3;1.0;-0.9;0.7;1.7;1.4;1.2;0.1;0.1;-0.1;0.7;-0.2;-0.4;0.0;-0.2;0.0;0.2;1.1;1.2;0.4;2.3;0.4;0.1;-1.0;-0.1;0.9;0.3;0.8;-0.2;1.2;2.2
Foreign;2025-09-09;0.3;0.1;1.3;1.6;-1.8;0.4;3.3;1.0;0.6;0.0;2.1;-1.6;-0.1;1.1;-0.3;-0.1;-1.1;-0.4;1.3;1.2;-0.7;4.2;0.3;-0.1;0.1;-0.7;0.3;1.0;-0.9;0.7;1.7;1.4;1.3;0.1;0.1;-0.1;0.7;-0.3;-0.3;0.0;-0.2;0.0;0.2;1.2;1.1;0.3;2.1;0.3;0.1;-1.0;-0.1;1.1;0.3;0.8;-0.3;1.2;1.4
Foreign;2025-09-10;0.6;0.1;1.1;1.6;-1.8;0.4;2.9;1.0;0.7;0.0;2.2;-1.6;-0.1;1.1;-0.4;0.1;-1.1;-0.4;1.3;1.3;-0.7;4.4;0.3;-0.2;-0.1;-0.7;0.3;1.0;-1.0;0.8;1.9;1.5;1.3;0.1;0.1;-0.1;0.8;-0.3;-0.4;0.0;-0.2;0.0;0.2;1.2;1.3;0.2;2.0;0.2;0.1;-1.0;-0.1;1.1;0.3;0.8;-0.3;1.1;1.2
Foreign;2025-09-11;0.8;0.1;1.1;1.3;-1.8;0.4;2.8;0.9;0.6;0.0;2.2;-1.5;-0.1;0.9;-0.4;0.0;-1.1;-0.4;1.3;1.4;0.0;4.4;0.3;-0.2;-0.1;-0.7;0.3;1.0;-1.0;0.7;2.0;1.4;1.5;0.1;0.1;0.0;1.1;-0.3;-0.5;0.0;-0.1;0.0;0.2;1.2;1.3;0.3;1.9;0.1;0.2;-1.0;-0.4;1.0;0.3;1.0;-0.2;1.1;0.8
Foreign;2025-09-12;1.2;0.1;1.0;1.2;-1.8;0.4;2.6;0.9;0.7;0.1;2.2;-1.5;-0.1;0.8;-0.3;-0.2;-1.1;-0.4;1.3;1.3;0.1;4.4;0.2;-0.3;-0.1;-0.7;0.3;1.0;-1.0;0.6;2.1;1.4;1.5;0.1;0.1;0.0;1.1;-0.3;-0.5;0.0;-0.1;0.0;0.2;1.3;1.3;0.5;1.9;0.1;0.1;-1.0;-0.4;1.0;0.3;0.9;-0.3;1.1;0.8
Foreign;2025-09-13;1.2;0.1;1.0;1.1;-1.8;0.5;2.4;0.8;1.1;0.1;2.2;-1.5;-0.1;0.8;-0.5;-0.2;-1.1;-0.4;1.2;1.2;0.0;4.4;0.1;-0.4;-0.1;-0.7;0.3;0.9;-1.1;0.6;2.4;1.3;1.5;0.1;0.0;0.0;1.1;-0.2;-0.5;0.0;-0.1;0.0;0.2;1.3;1.3;0.7;1.8;0.1;0.1;-1.0;-0.4;1.1;0.3;1.1;-0.4;1.2;0.4
Foreign;2025-09-14;0.8;0.1;0.8;1.3;-1.8;0.6;2.3;0.8;1.1;0.1;2.3;-1.6;-0.1;0.9;-0.5;-0.2;-1.1;-0.4;1.2;1.1;-0.1;4.4;0.1;-0.3;-0.3;-0.7;0.4;0.8;-1.1;0.7;2.5;1.6;1.6;0.1;0.0;0.0;1.0;-0.3;-0.6;0.1;0.0;0.0;0.2;1.4;1.4;0.8;1.9;0.0;0.0;-1.0;-0.8;1.3;0.3;1.1;-0.4;1.2;0.3
Foreign;2025-09-15;1.8;0.1;0.8;1.3;-1.8;0.4;2.2;0.9;1.0;0.1;2.5;-1.5;-0.1;1.0;-0.5;-0.2;-0.9;-0.4;1.2;1.0;-0.1;4.4;0.1;-0.3;-0.4;-0.7;0.4;0.8;-1.1;0.5;2.5;1.6;1.8;0.1;0.0;0.0;1.0;-0.4;-0.6;0.0;0.1;-0.1;0.2;1.4;1.3;0.8;1.8;-0.1;-0.1;-0.9;-0.8;1.2;0.5;1.0;-0.5;1.2;0.4
Foreign;2025-09-16;1.8;0.1;0.6;1.2;-1.8;0.4;2.0;1.0;0.9;0.1;2.4;-1.5;-0.1;0.9;-0.5;-0.2;-0.8;-0.5;1.3;1.2;-0.1;4.4;0.1;-0.2;-0.3;-0.7;0.5;0.8;-1.1;0.3;2.5;1.8;2.0;0.1;-0.3;0.0;0.8;-0.4;-0.6;0.0;0.1;-0.1;0.2;1.4;1.2;0.9;1.8;0.0;-0.2;-0.9;-0.8;1.2;0.6;0.9;-0.5;1.2;0.4
Foreign;2025-09-17;2.5;0.2;0.8;1.2;-1.8;0.3;1.8;1.0;0.8;0.1;2.5;-1.4;-0.2;0.8;-0.4;0.1;-0.9;-0.3;1.4;1.3;-0.1;4.4;0.1;-0.3;-0.4;-0.7;0.6;0.8;-1.1;0.4;2.5;1.9;1.8;0.1;-0.5;0.0;0.7;-0.4;-0.6;-0.1;0.2;-0.1;0.3;1.4;1.2;1.0;1.7;0.0;-0.4;-0.9;-0.4;1.2;0.6;0.8;-0.5;1.3;0.4
Foreign;2025-09-18;2.5;0.2;0.8;1.2;-1.8;0.4;1.9;1.0;0.6;0.2;2.4;-1.4;-0.2;0.8;-0.4;0.2;-0.9;-0.3;1.4;1.4;0.0;4.4;0.1;-0.2;-0.2;-0.7;0.6;0.9;-1.1;0.4;2.5;2.0;1.5;0.2;-0.5;0.0;0.5;-0.5;-0.5;-0.1;0.2;-0.1;0.2;1.4;1.1;1.0;1.6;-0.1;-0.4;-0.8;-0.4;1.3;0.6;0.8;-0.6;1.3;0.4
Foreign;2025-09-19;2.0;0.2;0.7;1.3;-1.8;0.5;1.8;1.0;0.6;0.2;2.5;-1.3;-0.4;0.8;-0.4;0.1;-0.9;-0.3;1.4;1.4;0.1;4.3;0.2;-0.2;0.1;-0.7;0.6;0.9;-1.1;0.3;2.6;2.2;1.6;0.1;-0.5;0.0;0.5;-0.5;-0.6;-0.1;0.3;-0.1;0.2;1.5;1.0;1.0;1.6;0.0;-0.5;-0.8;-0.4;1.3;0.6;0.5;-0.6;1.3;0.5
Foreign;2025-09-20;2.2;0.3;0.7;1.2;-1.8;0.5;1.6;1.0;0.6;0.2;2.5;-1.3;-0.4;0.7;-0.4;0.1;-1.0;-0.3;1.3;1.4;0.1;4.2;0.3;-0.1;0.2;-0.7;0.7;0.9;-1.0;0.3;2.6;2.2;1.6;0.1;-0.5;0.0;0.5;-0.4;-0.6;0.0;0.3;-0.1;0.2;1.5;0.8;1.2;1.6;0.0;-0.4;-0.8;-0.4;1.3;0.4;0.5;-0.6;1.3;0.6
Foreign;2025-09-21;2.2;0.2;0.7;1.2;-1.8;0.5;1.6;1.0;0.6;0.2;2.5;-1.3;-0.4;0.8;-0.3;-0.1;-1.0;-0.6;1.3;1.5;0.2;4.2;0.3;-0.1;-0.1;-0.7;0.7;0.9;-1.1;0.2;2.6;2.4;1.7;0.1;-0.6;0.0;0.7;-0.4;-0.7;-0.2;0.3;-0.1;0.2;1.5;0.7;1.0;1.4;0.0;-0.4;-0.8;-0.4;1.3;0.4;0.7;-0.6;1.3;0.6
Foreign;2025-09-22;2.2;0.3;0.7;1.1;-1.8;0.4;1.6;0.9;0.8;0.2;2.5;-1.3;-0.4;0.9;-0.3;0.0;-1.0;-0.6;1.4;1.5;0.2;4.3;0.3;0.1;-0.1;-0.7;0.7;1.0;-1.1;0.4;2.7;2.2;1.8;0.1;-0.6;0.0;0.6;-0.4;-0.7;-0.2;0.3;-0.2;0.2;1.5;0.9;0.9;1.3;0.1;-0.2;-0.8;-0.7;1.5;0.3;0.6;-0.6;1.3;0.6
Foreign;2025-09-23;2.0;0.5;0.7;1.0;-1.8;0.3;1.6;0.9;0.7;0.1;2.4;-1.2;-0.4;0.8;-0.3;0.0;-0.9;-0.5;1.2;1.4;0.3;4.1;0.2;0.1;-0.3;-0.7;0.8;0.9;-1.1;0.3;2.7;2.0;1.6;0.0;-0.4;0.0;0.7;-0.5;-0.8;-0.2;0.2;-0.1;0.2;1.5;0.9;0.9;1.3;0.1;-0.2;-0.8;-0.9;1.4;0.3;0.5;-0.7;1.2;0.6
Foreign;2025-09-24;2.0;0.5;0.7;1.3;-1.8;0.2;1.5;0.9;0.8;0.1;2.3;-1.2;-0.3;0.8;-0.3;-0.1;-0.9;-0.5;1.2;1.3;0.4;4.0;0.1;0.1;-0.5;-0.7;0.8;0.9;-1.1;0.2;2.6;1.8;1.4;-0.1;-0.4;0.0;0.7;-0.5;-0.8;-0.1;0.2;-0.2;0.2;1.5;0.8;0.9;1.2;0.0;-0.3;-0.8;-0.9;1.4;0.2;0.5;-0.7;1.2;0.6
Foreign;2025-09-25;1.6;0.6;0.8;1.2;-1.8;0.2;1.5;0.8;0.8;0.1;2.3;-1.2;-0.4;0.7;-0.2;0.0;-1.0;-0.5;1.2;1.4;0.7;3.7;0.1;0.0;-0.3;-0.7;0.8;0.8;-1.1;0.4;2.6;1.6;1.4;-0.1;-0.4;-0.1;0.6;-0.5;-0.7;-0.1;0.3;-0.2;0.2;1.5;0.7;0.9;1.1;0.0;-0.2;-0.8;-1.1;1.3;0.1;0.5;-0.7;1.2;0.7
Foreign;2025-09-26;1.6;0.6;0.7;1.1;-1.8;0.2;1.4;0.8;0.8;0.1;2.4;-1.2;-0.4;0.7;-0.2;-0.1;-1.0;-0.5;1.3;1.4;0.7;3.7;0.1;0.0;-0.3;-0.7;0.8;0.9;-1.1;0.4;2.6;1.8;1.4;-0.1;-0.4;-0.1;0.5;-0.5;-0.8;0.0;0.2;-0.2;0.2;1.5;0.6;0.8;1.1;0.1;-0.1;-0.8;-1.1;1.4;0.2;0.5;-0.7;1.2;0.7
Foreign;2025-09-27;2.1;0.6;0.7;1.0;-1.8;0.3;1.4;0.7;0.9;0.1;2.4;-1.2;-0.4;0.7;-0.2;0.1;-1.0;-0.5;1.2;1.4;0.7;3.5;0.2;0.1;-0.4;-0.7;0.9;0.8;-1.1;0.4;2.6;1.6;1.3;-0.1;-0.1;-0.2;0.5;-0.5;-0.7;0.0;0.2;-0.2;0.2;1.4;0.4;0.6;1.2;0.1;-0.1;-0.8;-1.1;1.2;0.0;0.5;-0.7;1.1;0.7
Foreign;2025-09-28;2.1;0.6;0.7;0.9;-1.8;0.2;1.4;0.7;0.8;0.2;2.3;-1.2;-0.4;0.8;-0.1;0.1;-1.0;-0.5;1.2;1.5;0.7;3.4;0.2;0.2;-0.4;-0.7;0.8;0.9;-1.1;0.3;2.6;1.7;1.4;-0.1;-0.7;-0.2;0.5;-0.4;-0.8;-0.3;0.2;-0.2;0.2;1.4;0.4;0.4;1.2;0.2;-0.1;-0.8;-1.1;1.2;-0.1;0.2;-0.7;1.2;0.8
Foreign;2025-09-29;2.1;0.7;0.7;1.0;-1.8;0.1;1.5;0.7;0.9;0.3;2.1;-1.2;-0.4;1.0;-0.1;0.1;-1.0;-0.5;1.2;1.4;0.8;3.4;0.2;0.2;-0.5;-0.7;0.8;0.9;-1.1;0.2;2.6;1.5;1.5;-0.2;-0.7;-0.1;0.5;-0.5;-0.9;-0.3;0.2;-0.2;0.2;1.4;0.3;0.6;1.0;0.3;-0.1;-0.8;-1.1;1.1;-0.1;0.1;-0.8;1.2;0.7
Foreign;2025-09-30;2.2;0.8;0.6;0.7;-1.5;0.1;1.4;0.7;0.8;0.4;2.1;-1.1;-0.4;1.2;-0.2;0.1;-1.0;-0.5;1.2;1.4;0.8;3.4;0.2;0.4;-0.5;-0.7;0.8;0.9;-1.1;0.3;2.6;1.7;1.4;-0.2;-0.7;-0.1;0.6;-0.5;-1.0;-0.4;0.2;-0.2;0.2;1.4;0.3;0.6;1.0;0.3;-0.1;-0.8;-1.1;1.1;0.0;-0.1;-0.7;1.3;0.5
Foreign;2025-10-01;2.2;0.9;0.7;0.5;-1.5;0.1;1.4;0.7;0.6;0.4;1.9;-1.0;-0.3;1.3;-0.2;-0.1;-1.0;-0.5;1.1;1.5;0.8;3.4;0.3;0.4;-0.6;-0.7;0.7;1.0;-1.1;0.4;2.7;1.8;1.3;-0.2;-0.7;-0.1;0.3;-0.5;-1.0;-0.4;0.3;-0.2;0.2;1.3;0.2;0.6;1.1;0.5;0.0;-0.8;-1.1;1.0;0.0;-0.1;-0.7;1.4;0.5
Foreign;2025-10-02;2.5;0.9;0.7;0.4;-1.5;0.1;1.5;0.7;0.6;0.4;1.8;-1.1;-0.3;1.4;-0.3;0.0;-1.0;-0.5;1.1;1.5;0.8;3.3;0.3;0.4;-0.8;-0.7;0.7;1.1;-1.2;0.3;2.7;1.7;1.4;-0.3;-0.7;-0.1;0.3;-0.6;-1.1;-0.5;0.3;-0.2;0.2;1.3;0.1;0.7;1.2;0.5;0.1;-0.8;-1.3;1.0;-0.1;-0.1;-0.7;1.5;0.7
Foreign;2025-10-03;2.5;0.9;0.7;0.6;-1.5;0.1;1.6;0.7;0.6;0.3;1.8;-1.1;-0.3;1.5;-0.3;0.0;-1.1;-0.3;1.0;1.5;0.8;3.2;0.4;0.4;-0.8;-0.8;0.7;1.0;-1.1;0.2;2.7;1.7;1.5;-0.3;-0.7;-0.1;0.3;-0.7;-1.0;-0.6;0.3;-0.1;0.2;1.3;0.1;1.0;1.1;0.6;0.0;-0.8;-1.0;1.0;-0.1;0.1;-0.7;1.5;1.0
Foreign;2025-10-04;2.5;0.9;0.9;0.6;-1.5;0.0;1.7;0.8;0.5;0.3;1.6;-1.2;-0.5;1.6;-0.4;0.1;-1.1;-0.4;1.0;1.3;0.8;3.1;0.3;0.2;-0.8;-0.8;0.7;1.0;-1.2;0.2;2.7;1.7;1.7;-0.4;-0.1;-0.1;0.3;-0.6;-1.0;-0.8;0.2;-0.1;0.2;1.3;0.2;1.0;1.2;0.6;-0.1;-0.8;-1.0;0.8;-0.2;0.1;-0.7;1.5;1.5
Foreign;2025-10-05;3.3;0.9;0.8;0.7;-1.5;0.0;1.9;0.8;0.4;0.3;1.4;-1.2;-0.6;2.0;-0.5;0.2;-1.0;-0.4;1.0;1.3;0.8;3.0;0.3;0.1;-1.0;-0.8;0.9;0.8;-1.1;0.2;2.7;1.5;1.8;-0.4;-0.3;-0.1;0.4;-0.6;-1.0;-1.0;0.2;-0.1;0.3;1.3;0.1;1.1;1.2;0.8;0.0;-0.8;-1.0;0.8;-0.2;-0.1;-0.7;1.5;1.5
Foreign;2025-10-06;3.3;1.0;0.8;0.7;-1.5;0.0;2.0;0.8;0.6;0.2;1.3;-1.1;-0.7;1.9;-0.5;0.4;-1.1;-0.4;0.9;1.3;0.7;2.9;0.2;0.1;-1.1;-0.8;0.9;0.8;-1.1;0.2;2.6;1.3;1.6;-0.4;-0.3;-0.2;0.4;-0.5;-1.1;-1.1;0.2;-0.1;0.2;1.3;0.0;1.0;1.1;0.8;0.0;-0.8;-1.0;0.9;-0.2;-0.1;-0.7;1.5;1.7
Foreign;2025-10-07;3.3;1.0;0.8;0.7;-1.5;0.1;2.1;0.9;0.8;0.1;1.3;-1.2;-0.7;2.0;-0.5;0.4;-1.0;-0.4;0.9;1.2;0.7;2.9;0.2;0.2;-1.2;-0.8;0.9;0.7;-1.1;0.2;2.6;1.2;1.6;-0.4;-0.1;-0.2;0.5;-0.4;-1.2;-1.1;0.2;-0.1;0.2;1.2;0.0;4.3;1.2;0.8;0.0;-0.8;-0.9;0.8;-0.2;0.0;-0.7;1.5;1.7
Foreign;2025-10-08;3.2;1.0;1.0;0.6;-1.5;0.1;2.2;0.9;0.9;0.0;1.3;-1.2;-0.7;1.9;-0.6;0.3;-0.9;-0.4;1.0;1.0;0.7;2.8;0.2;0.1;-1.2;-0.8;1.0;0.7;-1.1;0.3;2.5;1.0;1.8;-0.4;-0.1;-0.2;0.5;-0.4;-1.1;-1.1;0.2;-0.1;0.2;1.2;-0.1;4.3;1.2;0.9;0.0;-0.8;-0.9;0.8;-0.2;0.1;-0.6;1.5;1.7
Foreign;2025-10-09;3.0;1.0;0.9;0.8;-1.5;0.1;2.6;0.9;1.0;-0.1;1.2;-1.2;-0.7;2.0;-0.6;0.3;-0.9;0.1;1.1;1.0;0.0;2.8;0.2;0.1;-1.2;-0.8;1.0;0.7;-1.1;0.3;2.4;1.0;1.7;-0.5;-0.1;-0.3;0.2;-0.4;-1.0;-1.1;0.2;-0.1;0.2;1.2;-0.2;4.2;1.2;1.0;-0.1;-0.8;-0.9;0.8;-0.2;-0.1;-0.7;1.5;1.8
Foreign;2025-10-10;3.1;1.0;0.8;1.0;-1.5;0.1;2.7;0.8;1.0;-0.1;1.2;-1.3;-0.7;2.0;-0.6;0.5;-0.9;0.1;1.1;1.1;0.0;2.7;0.2;0.3;-1.3;-0.8;1.1;0.6;-1.1;0.5;2.3;1.0;1.6;-0.5;-0.1;-0.3;0.1;-0.4;-0.8;-1.1;0.2;-0.1;0.2;1.2;-0.2;4.0;1.2;1.0;-0.1;-0.8;-0.9;0.9;-0.1;0.1;-0.7;1.5;1.7
Foreign;2025-10-11;3.3;1.0;1.0;1.0;-1.5;0.0;2.6;0.9;0.6;-0.1;1.2;-1.3;-0.7;2.0;-0.7;0.5;-0.9;0.1;1.2;0.9;0.1;2.8;0.2;0.4;-1.0;-0.8;1.1;0.7;-1.1;0.6;2.1;1.0;1.6;-0.4;0.0;-0.3;0.0;-0.4;-0.6;-1.1;0.2;-0.1;0.2;1.2;-0.3;3.8;1.1;0.9;-0.1;-0.8;-0.9;0.8;-0.1;0.0;-0.7;1.4;2.0
Foreign;2025-10-12;3.3;1.1;0.9;0.8;-1.5;0.0;2.6;0.9;0.8;-0.1;1.2;-1.2;-0.7;2.0;-0.7;0.6;-0.9;0.3;1.3;0.9;0.0;2.7;0.2;0.4;-1.0;-0.8;1.0;0.9;-1.1;0.5;2.0;0.7;1.5;-0.5;0.0;-0.3;0.0;-0.4;-0.5;-1.1;0.3;-0.1;0.2;1.1;-0.2;3.6;1.0;1.0;-0.1;-0.8;-0.9;0.6;-0.1;-0.1;-0.7;1.4;2.2
Foreign;2025-10-13;2.3;1.1;1.0;0.8;-1.5;0.0;2.6;0.8;0.8;-0.1;1.1;-1.3;-0.7;2.0;-0.8;0.6;-0.9;0.4;1.2;0.9;0.0;2.6;0.1;0.4;-1.0;-0.8;1.0;0.9;-1.1;0.8;1.9;0.7;1.4;-0.5;0.0;-0.4;0.0;-0.3;-0.4;-1.1;0.2;-0.1;0.2;1.1;-0.2;3.8;1.1;1.0;0.0;-0.8;-0.9;0.6;-0.1;-0.2;-0.7;1.5;2.1
Foreign;2025-10-14;2.3;1.0;1.1;0.9;-1.5;0.0;2.6;0.7;0.9;-0.2;1.1;-1.3;-0.6;2.1;-0.9;0.6;-1.0;0.4;1.3;0.8;0.0;2.5;0.1;0.2;-1.1;-0.8;1.0;0.9;-1.1;0.8;2.0;0.5;1.3;-0.5;0.2;-0.4;-0.1;-0.2;-0.3;-1.1;0.2;-0.1;0.2;1.1;-0.2;3.7;1.1;1.1;0.0;-0.8;-0.7;0.7;-0.2;-0.2;-0.7;1.5;2.1
Foreign;2025-10-15;1.4;0.9;0.9;0.8;-1.5;0.1;2.6;0.6;0.8;-0.2;1.1;-1.3;-0.6;2.1;-0.9;0.5;-0.8;0.2;1.3;0.8;0.0;2.5;0.1;0.2;-1.1;-0.8;1.0;0.8;-1.1;0.7;2.0;0.5;1.3;-0.5;0.2;-0.5;0.0;-0.1;-0.3;-1.1;0.2;-0.1;0.2;1.1;-0.3;3.6;1.1;1.1;0.0;-0.8;-1.1;0.7;-0.2;-0.2;-0.7;1.4;2.1
Foreign;2025-10-16;1.4;0.8;0.9;0.8;-1.5;0.0;2.6;0.6;1.0;-0.3;1.0;-1.3;-0.6;2.1;-1.0;0.3;-0.7;0.2;1.3;0.7;-0.1;2.5;0.0;0.1;-1.2;-0.8;1.0;0.7;-1.1;0.8;2.0;0.4;1.4;-0.5;0.6;-0.5;0.0;-0.2;-0.3;-1.1;0.2;-0.1;0.2;1.2;-0.2;3.6;1.0;1.2;0.2;-0.8;-0.8;0.6;-0.2;-0.4;-0.6;1.4;2.1
