Date;"United States";Canada;"United Kingdom";Austria;Germany;France;Netherlands;Italy;Spain;Belgium;Ireland;Portugal;Greece;Norway;Denmark;Sweden;Finland;Hungary;Bulgaria;Romania;Poland;Croatia;Russia;Ukraine;Georgia;Kazakhstan;Azerbaijan;Armenia;Turkey;Morocco;Algeria;Tunisia;Libya;Egypt;Israel;Jordan;Syria;Iraq;Iran;Yemen;Bahrain;Qatar;Oman;"Saudi Arabia";Mexico;Uruguay;Brazil;Chile;Colombia;Peru;Argentina;Venezuela;Ecuador;China;Japan;"Hong Kong";"South Korea";Taiwan;Thailand;Indonesia;Malaysia;Philippines;India;Pakistan;Afghanistan
2025-02-15;1.4;2.5;1.3;0.3;1.3;1.0;0.9;0.6;0.9;1.3;0.2;-0.1;-0.4;0.0;1.5;0.4;0.5;0.8;0.1;0.5;1.0;-0.3;1.1;1.2;0.4;-0.2;-0.3;-0.2;-0.9;-0.1;0.7;-0.5;-0.7;1.7;1.2;1.9;-0.5;-0.4;0.6;-0.6;-0.5;1.6;-0.3;1.8;3.1;0.9;1.1;-0.8;1.2;0.4;1.3;0.3;1.1;1.5;0.4;-0.1;0.7;0.0;1.8;-0.4;1.2;0.0;0.2;-0.8;0.5
2025-02-16;1.7;2.4;1.5;1.4;1.5;1.2;1.2;0.9;1.1;1.4;0.0;-0.3;-0.4;0.2;1.9;0.4;0.8;0.8;0.0;0.6;1.2;0.0;1.2;1.2;0.5;-0.1;-0.4;-0.3;-0.9;0.0;0.8;-0.4;-0.8;1.7;1.2;2.2;-0.2;-0.5;0.7;-0.7;-0.5;1.7;-0.3;2.2;2.8;0.7;0.9;-0.8;1.0;0.2;1.1;0.2;0.8;1.4;0.6;-0.3;0.7;-0.1;1.5;-0.4;0.9;0.1;0.0;-0.7;0.6
2025-02-17;1.8;2.2;1.7;1.4;1.7;1.6;2.1;1.4;1.7;1.5;0.0;-0.3;-0.3;0.2;2.6;0.6;0.8;1.0;0.0;0.7;1.5;0.1;1.3;1.2;0.3;0.2;-0.4;-0.2;-0.8;0.1;0.6;-0.6;-0.6;1.6;1.3;2.2;0.0;-0.6;0.8;-0.7;-0.3;1.6;-0.4;2.6;2.5;0.5;0.6;-0.9;0.8;-0.1;0.8;0.1;0.7;1.3;0.5;-0.2;0.4;0.0;1.2;-0.4;0.8;0.0;-0.1;-0.8;0.4
2025-02-18;1.8;1.9;1.7;1.3;1.8;1.8;2.1;1.5;1.7;1.5;-0.1;-0.5;-0.3;0.4;2.9;0.8;0.8;1.1;0.0;0.7;1.5;0.1;1.3;1.2;0.4;0.4;-0.4;-0.2;-0.5;0.0;0.6;-0.4;-0.6;1.6;1.3;2.2;-0.1;-0.8;0.7;-0.9;-0.4;1.4;0.0;2.9;2.1;0.5;0.6;-0.9;0.7;-0.1;0.6;0.1;0.6;1.1;0.3;-0.3;0.3;-0.1;0.9;-0.5;0.8;0.0;-0.2;-0.8;0.3
2025-02-19;1.9;1.8;1.7;1.3;1.7;1.8;2.1;1.4;1.6;1.5;-0.1;-0.3;-0.2;0.9;2.8;0.9;0.8;1.2;0.1;0.8;1.5;0.3;1.4;1.3;0.2;0.4;-0.4;-0.2;-0.4;0.0;0.6;-0.6;-0.6;1.4;1.3;2.0;-0.2;-0.6;0.5;-0.9;-0.5;1.3;-0.2;3.1;2.2;0.4;0.4;-1.1;0.7;-0.1;0.5;0.4;0.6;1.0;0.2;-0.4;0.3;0.0;0.7;-0.7;0.7;0.2;-0.2;-0.9;0.0
2025-02-20;1.9;1.7;1.6;1.0;1.6;1.8;1.8;1.3;1.4;1.4;-0.1;-0.3;-0.1;1.5;2.7;0.9;0.9;1.2;0.1;0.9;1.4;0.4;1.4;1.3;0.2;0.3;-0.4;-0.3;-0.4;-0.1;0.4;-0.7;-0.7;1.2;1.3;1.8;-0.3;-0.5;0.5;-0.8;-0.6;1.1;-0.2;3.3;2.3;0.2;0.4;-1.2;0.7;0.0;0.4;0.6;0.6;0.9;0.0;-0.4;0.3;0.0;0.7;-0.7;0.5;0.0;-0.4;-1.0;-0.1
2025-02-21;1.8;1.6;1.6;0.8;1.4;1.7;1.5;1.1;1.3;1.2;-0.3;-0.5;-0.2;1.4;2.4;0.7;0.8;1.2;0.1;0.9;1.3;0.3;1.5;1.3;0.2;0.3;-0.4;-0.4;-0.5;0.0;0.3;-0.7;-0.4;1.2;1.3;1.7;-0.2;-0.6;0.5;-0.9;-0.7;1.1;-0.1;3.4;2.3;0.4;0.5;-1.0;0.8;0.2;0.8;0.8;0.9;0.9;-0.1;-0.5;0.2;0.0;0.6;-0.7;0.4;0.1;-0.5;-1.1;-0.1
2025-02-22;1.8;1.5;1.6;1.1;1.4;2.0;1.6;1.0;1.3;1.2;0.2;-0.3;-0.1;1.2;2.3;0.7;0.9;1.4;0.3;0.9;1.5;0.9;1.6;1.3;0.1;0.1;-0.4;-0.4;-0.7;0.1;1.5;-0.7;-0.6;1.1;1.4;1.7;-0.4;-0.7;0.4;-0.9;-0.5;1.1;-0.2;3.4;2.2;0.2;0.5;-1.0;0.9;0.1;1.1;0.8;0.8;1.1;-0.1;-0.6;0.3;0.1;0.4;-0.7;0.4;0.3;-0.5;-1.2;-0.4
2025-02-23;1.9;1.6;1.8;1.2;1.4;2.2;1.5;1.1;1.4;1.4;0.1;-0.1;-0.1;1.2;2.3;0.9;1.0;1.5;0.2;0.9;1.6;0.8;1.7;1.4;0.2;0.4;-0.4;-0.5;-0.8;0.2;2.5;-0.3;-0.8;0.9;1.4;1.5;-0.5;-0.8;0.4;-1.2;-0.7;1.0;-0.3;3.4;2.2;0.4;0.7;-1.1;0.6;0.0;1.5;0.5;0.8;1.0;0.1;-0.7;0.2;0.0;0.4;-0.7;0.7;0.2;-0.6;-1.3;-0.6
2025-02-24;2.0;2.0;1.9;1.3;1.4;2.4;1.5;1.2;1.7;1.3;0.1;0.0;0.2;1.5;2.7;1.1;1.3;1.6;0.3;1.0;1.6;0.7;1.7;1.4;0.5;0.5;-0.2;-0.3;-0.5;0.2;2.3;-0.1;-0.9;0.8;1.3;1.3;-0.3;-0.8;0.5;-1.2;-0.8;1.0;-0.4;3.3;2.0;0.4;0.7;-1.1;0.5;-0.2;1.6;0.5;0.6;1.1;0.1;-0.7;0.2;0.1;0.7;-0.8;0.7;0.1;-0.5;-1.3;-0.7
2025-02-25;2.0;2.1;1.9;1.1;1.3;2.5;1.4;1.1;1.5;1.1;-0.1;0.0;0.6;1.5;2.9;1.1;1.2;1.7;0.3;0.8;1.6;0.9;1.7;1.4;0.3;0.4;-0.2;-0.2;-0.6;0.1;1.9;-0.3;-1.0;0.6;1.3;1.1;-0.4;-0.8;0.4;-1.3;-0.9;0.8;-0.5;3.1;1.9;-0.1;0.7;-1.3;0.4;-0.1;1.6;0.3;0.4;1.1;0.1;-0.6;0.2;0.1;0.6;-0.7;0.6;0.3;-0.3;-1.2;-1.0
2025-02-26;1.7;1.8;1.6;0.9;1.1;2.3;1.3;1.0;1.3;0.8;-0.3;-0.1;0.3;1.3;2.6;1.0;1.1;1.6;0.3;0.9;1.4;0.8;1.6;1.3;0.2;0.4;0.3;0.1;-0.6;-0.1;1.6;0.2;-1.1;0.7;1.3;1.1;-0.3;-1.1;0.2;-1.2;-1.1;0.8;-0.6;2.7;1.7;-0.1;0.5;-1.4;0.2;-0.1;1.5;0.3;0.5;0.9;-0.1;-0.7;0.1;0.1;0.6;-0.8;0.4;0.1;-0.4;-1.2;-1.2
2025-02-27;1.5;1.6;1.4;0.9;1.0;2.0;1.2;0.9;1.1;0.7;-0.4;-0.1;0.1;1.1;2.4;1.0;1.0;1.5;0.3;0.9;1.4;0.6;1.5;1.2;0.0;0.3;0.4;0.3;-0.4;-0.4;1.3;0.0;-1.4;0.8;1.3;0.9;-0.2;-0.9;0.1;-1.6;-1.1;1.0;-0.5;2.5;1.4;-0.2;0.4;-1.3;0.0;-0.2;1.3;0.2;0.3;0.8;-0.1;-0.7;0.4;0.1;0.6;-0.8;0.1;-0.1;-0.5;-1.2;-1.0
2025-02-28;1.6;1.8;1.4;0.8;1.0;2.0;1.3;0.9;1.2;0.5;-0.1;0.5;0.1;1.4;2.5;1.2;1.1;1.4;0.1;1.1;1.4;0.5;1.5;1.2;0.0;0.1;0.5;0.5;-0.2;-0.4;1.2;-0.3;-1.4;0.7;1.3;0.7;-0.1;-0.8;0.2;-2.0;-1.3;0.9;-0.6;2.4;1.7;-0.1;0.2;-1.1;-0.1;-0.3;1.0;0.1;0.2;0.8;-0.1;-0.6;0.7;0.1;0.7;-0.8;-0.1;-0.3;-0.5;-1.0;-0.7
2025-03-01;2.1;2.0;1.9;1.2;1.3;2.2;1.9;1.3;1.8;0.7;0.3;1.9;0.1;1.8;3.0;1.7;1.5;1.7;0.1;1.5;1.7;1.1;1.6;1.2;0.1;0.4;0.6;0.5;0.3;-0.4;0.8;-0.5;-1.6;0.9;1.3;0.6;0.2;-0.3;0.3;-2.0;-1.3;1.1;-0.8;2.2;1.8;0.8;0.2;-0.9;-0.2;-0.2;0.9;0.3;0.2;0.9;0.0;-0.6;0.8;0.3;0.7;-0.7;-0.1;-0.2;-0.6;-0.9;-0.4
2025-03-02;2.2;2.5;2.1;1.3;1.5;2.5;2.3;2.0;2.2;0.6;1.2;1.6;0.4;2.3;3.3;2.1;1.7;1.8;0.2;2.0;1.8;0.9;1.6;1.2;0.7;0.6;0.8;0.6;0.5;-0.3;0.7;-0.5;-1.3;1.1;1.4;0.7;0.3;-0.2;0.3;-2.1;-1.4;1.3;-0.9;2.1;1.8;1.2;0.2;-0.7;0.0;-0.1;0.9;0.3;0.1;1.0;-0.1;-0.6;0.8;0.4;0.7;-0.7;0.0;-0.1;-0.7;-0.9;-0.6
2025-03-03;2.2;2.7;2.1;1.3;1.4;2.6;2.2;1.9;2.0;0.7;1.2;1.3;0.4;2.4;3.2;2.0;1.7;1.9;0.7;2.0;1.7;0.7;1.6;1.1;0.7;0.5;0.7;0.6;0.5;-0.3;0.7;-0.7;-1.5;1.2;1.4;0.8;0.2;-0.2;0.2;-2.0;-1.3;1.4;-1.0;2.0;2.1;1.1;0.1;-0.6;0.0;-0.2;0.9;0.2;0.0;0.9;-0.1;-0.7;0.7;0.4;0.7;-0.7;-0.2;0.0;-0.7;-0.9;-0.4
2025-03-04;2.3;3.2;2.2;1.1;1.3;2.6;1.9;1.7;1.6;0.6;0.9;1.2;0.4;2.3;2.8;1.8;1.7;1.8;0.8;1.9;1.7;0.7;1.6;1.1;0.5;0.3;0.5;0.6;0.3;-0.4;0.5;-0.7;-1.4;1.3;1.4;0.9;0.0;-0.2;0.2;-1.5;-1.0;1.4;-0.9;1.9;3.0;0.6;0.4;-0.7;0.2;-0.1;1.0;0.1;-0.2;1.4;0.1;-0.4;0.9;0.8;0.6;-0.8;-0.2;0.3;-0.5;-0.9;0.1
2025-03-05;2.3;3.7;2.2;1.0;1.2;2.6;1.6;1.5;1.4;0.6;0.6;1.0;0.4;2.2;2.5;1.5;1.5;1.9;0.9;1.7;1.6;0.8;1.5;1.1;0.5;0.3;0.5;0.5;0.1;-0.4;0.6;-0.4;-1.3;1.2;1.4;1.0;-0.2;-0.1;0.4;-1.1;-1.0;1.4;-0.6;1.7;3.9;0.5;0.6;-0.6;0.2;0.1;0.9;0.1;-0.1;1.9;0.2;-0.2;1.0;0.9;0.6;-0.8;-0.3;0.6;-0.3;-0.4;0.4
2025-03-06;2.3;3.9;2.2;0.9;1.3;2.8;1.6;1.6;1.4;1.2;0.4;1.4;0.7;2.1;2.3;1.4;1.6;2.0;0.7;1.6;1.6;0.6;1.5;1.1;0.4;0.2;0.5;0.5;0.0;-0.4;0.6;-0.5;-1.3;1.2;1.3;0.8;0.0;-0.1;0.4;-1.0;-1.0;1.4;-0.6;1.6;4.1;0.3;0.7;-0.7;0.1;0.2;0.7;0.0;-0.2;1.9;0.1;-0.1;1.5;0.9;0.8;-0.9;-0.3;0.4;-0.2;-0.2;0.5
2025-03-07;2.2;3.9;2.1;0.9;1.2;3.0;1.9;1.5;1.3;2.0;0.2;1.3;0.7;2.0;2.1;1.3;1.5;2.1;0.5;1.4;1.6;0.5;1.5;1.1;0.4;0.1;0.4;0.4;0.1;-0.4;0.9;-0.5;-1.1;1.2;1.3;0.7;0.3;0.0;0.2;-1.0;-1.1;1.5;-0.3;2.0;3.8;-0.1;0.6;-0.8;0.0;0.5;0.6;-0.1;0.0;1.8;0.5;0.0;1.7;0.9;0.6;-1.0;-0.4;0.4;-0.2;-0.2;0.8
2025-03-08;2.1;3.7;2.0;1.6;1.3;2.9;1.7;1.5;1.1;1.9;0.0;1.1;0.7;1.9;2.2;1.2;1.4;2.2;0.6;1.4;1.6;0.3;1.6;1.1;0.3;0.3;0.5;0.5;0.3;-0.3;0.9;-0.6;-1.1;1.1;1.3;1.0;0.7;0.0;0.2;-1.1;-1.0;1.4;-0.3;2.4;3.5;-0.2;0.6;-0.6;0.3;0.5;0.8;0.0;0.3;1.7;0.7;0.4;2.0;0.8;0.6;-0.9;-0.3;0.1;-0.2;0.0;0.4
2025-03-09;2.2;3.8;2.2;1.7;1.3;3.0;1.6;1.6;1.2;1.7;0.3;1.0;0.8;1.8;2.1;1.1;1.4;2.1;0.6;1.3;1.8;0.2;1.6;1.1;0.7;0.5;0.5;0.8;0.6;-0.2;1.2;-0.6;-1.2;1.2;1.3;1.3;0.9;0.2;0.2;-0.9;-1.1;1.6;0.0;2.5;3.3;-0.2;1.0;-0.4;0.3;0.3;0.9;0.1;0.5;1.8;0.6;0.4;2.2;0.7;1.0;-0.8;0.1;0.3;-0.2;-0.1;0.2
2025-03-10;2.4;4.1;2.2;1.4;1.2;2.9;1.4;1.6;1.1;1.5;0.4;0.8;0.7;1.7;2.1;1.0;1.2;1.9;0.6;1.2;1.8;0.7;1.6;1.1;0.5;0.7;0.4;0.9;0.7;-0.1;1.2;-0.6;-1.2;1.1;1.3;1.1;1.1;0.1;0.3;-0.7;-1.0;1.6;0.3;2.7;3.4;0.0;0.9;-0.6;0.4;0.2;0.6;0.0;0.5;1.7;0.3;0.2;2.2;0.5;0.9;-0.8;0.0;0.3;-0.1;-0.2;0.2
2025-03-11;2.4;4.3;2.2;1.1;1.0;2.6;1.7;1.5;1.1;1.3;0.6;0.5;0.7;1.5;1.9;0.9;1.1;1.7;0.4;1.2;1.8;0.7;1.6;1.1;0.3;0.8;0.3;0.8;0.7;-0.2;0.7;-0.7;-1.3;0.9;1.3;1.0;1.1;0.0;0.3;-0.5;-1.0;1.4;0.4;3.0;3.5;-0.1;1.0;-0.7;0.3;0.3;0.4;-0.1;0.3;1.7;0.3;1.3;2.1;0.4;0.8;-0.8;-0.1;1.6;-0.2;0.1;0.5
2025-03-12;2.2;4.4;2.0;1.0;0.9;2.4;1.8;1.5;1.0;1.0;1.3;0.3;0.6;1.2;1.5;0.8;1.0;1.5;0.2;1.1;1.7;0.6;1.5;1.1;0.1;0.6;0.3;0.6;0.6;-0.1;0.9;-0.9;-1.4;0.8;1.3;0.8;1.2;0.1;0.4;-0.3;-0.6;1.3;0.4;3.1;3.6;-0.3;1.0;-0.8;0.3;0.3;0.4;-0.1;0.4;1.6;0.4;1.5;1.9;0.1;0.7;-0.6;-0.3;2.3;-0.2;0.7;0.9
2025-03-13;2.1;4.5;2.0;0.8;0.9;2.4;1.8;1.6;1.0;0.7;1.8;0.1;0.4;1.1;1.4;0.7;1.0;1.4;-0.1;0.9;1.7;0.4;1.4;1.1;0.1;0.5;0.3;0.6;0.5;-0.1;1.1;-1.0;-1.6;0.7;1.3;0.6;1.1;-0.1;0.4;-0.3;-0.6;1.1;0.2;3.2;3.4;-0.4;1.1;-0.8;0.2;0.5;0.5;-0.1;0.4;1.5;0.5;1.5;1.9;0.2;0.5;-0.7;-0.4;2.6;-0.3;1.0;0.9
2025-03-14;2.1;4.6;1.9;0.7;0.8;2.4;1.9;1.5;0.9;0.6;1.5;0.1;0.2;1.2;1.3;0.7;1.1;1.3;-0.2;0.8;1.5;0.5;1.4;1.1;0.0;0.3;0.4;0.7;0.3;-0.2;1.0;-1.1;-1.6;0.6;1.3;0.6;1.1;0.2;0.2;-0.3;-0.7;1.1;-0.1;3.1;3.2;-0.5;0.9;-0.8;0.0;0.5;0.4;-0.1;0.2;1.5;0.7;1.7;2.0;0.4;0.5;-0.4;-0.4;2.9;-0.1;0.9;1.3
2025-03-15;2.2;4.6;2.0;0.8;0.7;2.2;1.8;1.5;1.0;0.7;1.2;0.4;0.0;0.9;1.2;0.7;0.8;1.3;-0.1;0.8;1.4;1.4;1.3;1.1;0.3;0.2;0.3;0.6;0.2;-0.2;0.7;-1.3;-1.9;0.6;1.4;0.6;0.8;0.6;0.4;0.0;-0.9;1.3;0.0;2.8;3.0;-0.6;0.9;-0.6;-0.2;0.4;0.3;0.2;0.1;1.6;0.6;1.7;1.8;0.4;0.6;-0.2;-0.4;3.0;0.0;0.8;0.6
2025-03-16;2.5;4.5;2.2;1.0;0.6;2.1;1.7;1.5;1.2;0.9;0.8;0.7;-0.2;0.9;1.2;0.7;0.9;1.3;-0.4;0.7;1.4;1.4;1.3;1.1;0.4;0.1;0.1;0.5;0.2;-0.2;0.6;-1.3;-1.9;0.6;1.5;0.4;1.0;0.5;0.9;0.5;-0.7;1.4;0.0;2.9;2.8;-0.4;0.8;0.2;0.0;1.0;0.5;1.0;-0.1;1.6;0.4;1.5;1.5;0.4;0.7;-0.3;0.0;2.9;0.1;0.9;0.8
2025-03-17;2.4;4.6;2.1;0.9;0.6;2.2;1.5;1.4;1.1;0.9;0.8;0.7;-0.3;0.8;1.0;0.7;0.9;1.2;-0.5;0.7;1.3;1.1;1.3;1.1;0.3;0.0;0.1;0.6;0.1;-0.4;0.3;-1.2;-2.1;0.5;1.5;0.4;0.9;0.5;1.1;0.7;-0.8;1.4;0.2;3.0;3.0;-0.6;0.6;0.2;0.0;1.3;0.5;1.4;-0.2;1.5;0.5;1.4;1.3;0.4;0.5;-0.2;-0.2;2.5;0.1;0.9;0.6
2025-03-18;2.5;4.4;2.2;0.7;0.7;2.3;1.3;1.4;1.0;1.0;0.9;0.5;-0.3;0.9;1.1;0.7;1.0;1.1;-0.5;0.5;1.2;0.8;1.3;1.1;0.2;0.0;0.1;0.5;0.2;-0.5;0.4;-1.2;-2.2;0.9;1.6;0.3;1.0;0.2;1.3;1.0;-0.7;1.7;0.2;3.0;2.9;-0.9;0.3;0.0;-0.2;1.3;0.4;1.6;-0.4;1.3;0.4;1.2;1.0;0.4;0.6;-0.3;0.0;2.1;0.1;0.7;0.5
2025-03-19;2.3;4.1;2.1;0.8;0.7;2.1;1.1;1.3;0.8;1.1;0.7;0.8;-0.4;1.0;1.0;0.7;1.2;1.0;-0.6;0.5;1.0;0.8;1.2;1.1;0.0;-0.1;0.0;0.4;0.2;-0.6;0.4;-1.2;-2.3;1.0;1.6;0.3;0.9;0.0;1.2;1.2;-0.8;1.7;0.0;3.1;2.8;-1.2;0.2;-0.2;-0.4;1.3;0.4;1.5;-0.3;1.1;0.4;1.1;1.0;0.2;0.7;-0.3;0.0;1.8;0.0;0.6;-0.3
2025-03-20;2.1;3.7;1.9;0.8;0.6;1.9;1.2;1.1;0.7;1.0;0.5;0.7;-0.5;1.1;1.1;0.8;1.4;1.1;-0.3;0.4;0.9;0.5;1.2;1.1;-0.2;-0.2;0.0;0.2;0.2;-0.6;0.2;-1.1;-2.3;1.0;1.6;0.2;0.8;-0.2;1.2;1.3;-0.9;1.7;-0.2;3.1;2.6;-1.4;0.1;-0.4;-0.3;1.0;0.2;1.4;-0.2;0.8;0.3;0.7;0.8;0.0;0.7;-0.1;-0.2;1.5;0.1;0.4;-0.4
2025-03-21;2.0;3.5;1.8;0.6;0.6;1.8;1.1;0.9;0.5;1.0;0.5;0.5;-0.6;1.3;1.0;0.7;1.3;1.0;-0.4;0.4;0.8;0.2;1.1;1.0;-0.2;-0.1;0.0;0.1;0.2;-0.6;0.3;-1.2;-1.6;1.0;1.6;0.1;0.7;-0.2;1.1;1.5;-0.7;1.7;-0.3;2.9;2.3;-1.0;0.0;-0.4;-0.6;0.7;0.2;1.1;-0.4;0.8;0.2;0.7;0.9;0.0;0.5;-0.3;-0.4;1.2;0.0;0.3;-0.2
2025-03-22;1.9;3.3;1.8;0.5;0.7;1.7;0.9;0.8;0.5;0.8;0.6;0.3;-0.6;1.3;1.1;0.7;1.3;0.9;-0.4;0.5;0.7;0.0;1.1;1.0;-0.3;-0.2;-0.1;0.0;0.3;-0.6;0.1;-1.1;-1.1;0.9;1.6;0.0;0.7;0.0;1.1;1.4;-0.8;1.7;-0.4;2.7;2.3;-0.7;-0.1;-0.5;-0.7;0.7;0.1;1.2;-0.6;0.9;0.6;0.5;1.1;0.1;0.7;-0.3;-0.2;1.3;0.0;0.3;-0.3
2025-03-23;1.9;3.4;1.7;0.5;0.6;1.6;1.0;0.7;0.5;0.7;0.4;0.3;-0.5;1.1;1.0;0.8;1.4;0.7;-0.3;0.6;0.7;-0.2;1.2;1.0;-0.1;-0.2;0.0;0.1;0.3;-0.4;0.2;-1.0;-1.3;0.8;1.6;0.1;0.7;-0.2;1.3;1.7;-0.8;1.6;-0.6;2.8;2.3;-0.7;-0.1;-0.7;-0.9;0.6;0.0;1.1;-0.5;0.8;0.6;0.3;1.0;0.1;0.6;-0.3;-0.4;1.2;-0.1;0.3;-0.6
2025-03-24;1.8;3.3;1.6;0.3;0.5;1.4;0.7;0.5;0.5;0.5;0.2;0.1;-0.4;0.8;0.8;0.7;1.1;0.6;-0.2;0.5;0.5;-0.2;1.1;1.0;0.2;0.1;0.0;-0.1;0.3;-0.4;0.1;-1.2;-1.4;0.8;1.5;0.1;0.4;-0.1;1.4;1.7;-0.9;1.4;-0.6;2.9;2.2;-0.8;-0.1;-0.6;-0.8;0.6;0.5;1.3;-0.5;0.7;0.4;0.1;1.1;0.1;0.6;-0.4;-0.5;1.1;-0.1;0.2;-0.6
2025-03-25;1.7;3.0;1.5;0.2;0.4;1.1;0.6;0.4;0.5;0.5;0.0;0.1;0.0;0.6;0.8;0.6;1.0;0.5;-0.1;0.4;0.5;-0.1;1.1;1.0;0.4;0.2;-0.1;-0.2;0.3;-0.4;-0.1;-1.2;-1.4;0.6;1.5;0.1;0.5;-0.1;1.5;1.7;-0.8;1.3;-0.8;2.9;2.1;-1.0;-0.2;-0.5;-0.8;0.4;0.7;1.3;-0.6;0.8;0.3;0.0;1.1;0.1;0.5;-0.5;-0.5;1.0;-0.2;0.1;-0.7
2025-03-26;1.6;2.9;1.4;0.0;0.3;1.0;0.6;0.3;0.6;0.5;-0.2;0.0;0.0;0.7;0.9;0.6;1.0;0.4;-0.1;0.4;0.4;-0.3;1.0;1.0;0.4;0.1;0.0;-0.2;0.4;-0.4;-0.3;-1.0;-1.4;0.5;1.4;0.2;0.5;-0.3;1.4;1.5;-0.8;1.2;-0.8;2.6;2.0;-1.2;-0.4;-0.7;-0.8;0.1;0.4;1.2;-0.8;0.7;0.4;-0.2;1.1;0.2;0.3;-0.5;-0.6;0.8;-0.3;-0.1;-0.6
2025-03-27;1.5;3.0;1.3;0.1;0.4;1.0;0.6;0.3;0.5;0.3;-0.3;0.0;0.1;0.9;0.8;0.6;0.9;0.4;-0.1;0.4;0.4;-0.2;0.9;0.9;0.1;0.0;-0.1;-0.5;0.3;-0.3;0.0;-0.8;-1.6;0.3;1.4;0.1;0.4;0.0;1.3;1.4;-0.9;1.1;-0.9;2.4;2.3;-1.2;-0.3;-0.8;-0.6;0.1;0.4;1.2;-0.8;0.6;0.6;-0.2;1.4;0.2;0.3;-0.6;-0.7;0.8;-0.2;0.0;-0.3
2025-03-28;1.4;2.8;1.2;-0.1;0.4;1.0;0.5;0.2;0.4;0.2;-0.1;0.2;0.1;0.9;0.8;0.6;0.9;0.3;-0.1;0.3;0.3;-0.2;0.9;0.9;-0.1;-0.1;0.0;-0.5;0.1;-0.4;0.0;-0.9;-1.3;0.2;1.4;0.0;0.2;0.2;1.2;1.2;-0.9;1.0;-0.9;2.1;2.2;-1.0;-0.4;-0.8;-0.7;-0.1;0.1;1.2;-0.8;0.6;0.7;-0.3;1.5;0.2;0.8;-0.6;-0.5;0.9;-0.1;-0.1;0.3
2025-03-29;1.3;2.6;1.2;-0.1;0.5;0.9;0.5;0.3;0.4;0.5;0.1;0.3;0.3;0.8;0.9;0.7;0.9;0.3;0.0;0.2;0.3;-0.2;0.9;0.9;0.0;-0.1;0.0;-0.4;0.2;-0.4;-0.1;-1.0;-1.4;0.2;1.4;0.0;0.2;0.2;1.0;0.9;-1.0;0.9;-0.8;1.7;2.0;-0.9;-0.4;-0.9;-0.5;0.1;0.0;1.1;-0.6;0.8;0.6;-0.2;1.9;0.1;1.9;-0.2;1.2;1.0;0.4;0.0;0.2
2025-03-30;1.4;2.5;1.3;0.0;0.6;0.9;0.5;0.3;0.5;0.7;0.2;0.2;0.5;0.7;1.0;0.9;1.1;0.6;0.0;0.3;0.4;-0.3;1.0;1.0;0.4;-0.2;0.2;-0.4;0.2;-0.4;-0.2;-1.0;-1.5;0.4;1.4;-0.1;-0.2;-0.3;1.1;0.9;-0.9;1.0;0.0;1.4;2.2;-0.8;0.1;-1.0;-0.5;0.2;0.1;1.2;0.0;1.1;0.7;-0.2;1.9;0.5;3.1;-0.2;2.1;1.3;0.7;-0.1;0.0
2025-03-31;1.3;2.5;1.3;-0.1;0.5;0.8;0.5;0.3;0.6;0.7;0.1;0.3;0.4;0.5;1.0;0.8;1.0;0.6;0.0;0.3;0.4;-0.1;1.0;0.9;0.5;-0.3;0.3;-0.4;0.2;-0.5;-0.1;-1.1;-1.7;0.6;1.4;-0.1;-0.2;-0.5;0.9;0.8;-0.8;1.0;0.5;1.2;2.2;-0.6;0.2;-1.1;-0.4;0.2;0.1;1.3;0.1;1.1;0.6;-0.1;2.0;0.6;3.5;0.0;2.8;1.3;1.0;-0.2;0.0
2025-04-01;1.1;2.5;1.1;-0.1;0.4;0.6;0.5;0.3;0.7;0.7;0.0;0.2;0.2;0.3;0.9;0.8;1.0;0.6;0.0;0.4;0.5;0.1;0.9;0.9;0.5;-0.3;0.2;-0.5;0.1;-0.6;-0.2;-0.7;-1.7;0.5;1.3;-0.2;-0.4;-0.4;0.9;0.8;-0.4;0.9;0.5;1.1;2.2;0.1;0.4;-0.9;-0.5;0.1;0.1;1.3;0.4;1.2;0.7;-0.2;2.0;1.0;3.8;-0.1;2.4;1.3;1.0;-0.1;-0.2
2025-04-02;1.0;2.7;1.0;-0.1;0.5;0.6;0.6;0.4;0.6;0.7;0.3;0.2;0.3;0.2;0.9;0.7;0.9;0.7;0.1;0.4;0.5;0.1;0.9;0.9;0.4;-0.2;0.2;-0.4;-0.1;-0.4;0.0;-0.6;-1.5;0.6;1.3;-0.3;-0.3;-0.3;0.9;0.8;-0.5;0.9;0.5;1.0;2.5;0.0;0.5;-0.9;-0.5;0.1;0.9;1.5;0.5;1.2;0.9;-0.1;2.0;1.2;3.9;0.3;2.5;1.3;1.0;-0.3;-0.3
2025-04-03;1.1;2.9;1.1;0.0;0.6;0.7;1.0;0.8;0.9;0.6;0.7;0.3;0.3;0.5;1.0;0.8;0.8;1.1;0.1;0.4;0.5;0.1;0.8;0.9;0.2;0.0;0.2;-0.3;-0.1;-0.4;0.0;-0.6;-1.7;0.6;1.3;-0.2;-0.2;-0.5;1.0;0.8;-0.5;0.8;0.4;1.0;3.0;0.1;1.0;-0.7;-0.2;0.4;1.5;1.5;0.7;1.5;1.6;0.3;2.1;1.5;4.2;1.1;2.9;1.4;1.2;-0.3;-0.6
